Patron Type Definition,Total Checkouts,Total Renewals,Circulation Active Year
1,10,3,2011
1,16,8,2015
1,3,0,2016
1,9,14,2015
1,46,2,2016
1,13,0,2013
1,162,36,2015
1,521,30,2014
1,9,3,2016
1,17,39,2014
1,320,112,2016
1,16,8,2016
1,321,6,2016
1,13,13,2015
1,27,0,2016
1,0,0,0
1,23,0,2013
1,5,0,2013
1,22,13,2015
1,1,0,2012
1,315,250,2016
1,51,1,2014
1,204,18,2016
1,1,0,2008
1,0,0,2015
1,196,10,2013
1,1014,332,2016
1,7,24,2015
1,120,1,2015
1,51,3,2016
1,353,0,2014
1,8,2,2015
1,70,10,2014
0,0,0,0
0,0,0,0
1,1153,38,2013
1,126,2,2016
1,40,5,2014
1,305,478,2016
1,0,0,0
1,16,29,2016
1,45,1,2015
1,356,82,2016
1,42,0,2016
1,11,0,2015
1,10,19,2016
1,70,65,2016
1,4,0,2016
1,519,273,2016
1,59,45,2016
1,3,0,2014
1,174,25,2014
1,9,23,2014
1,325,9,2016
0,8,5,2016
1,210,341,2016
1,5,0,2014
1,98,126,2016
1,6,2,2013
1,9,0,2014
1,25,1,2014
1,3,1,2014
1,3,0,2012
1,400,157,2015
1,151,2,2014
1,3328,13,2016
1,2,0,2014
1,37,0,2015
1,141,171,2016
1,7,7,2008
1,8,6,2016
1,1,0,2014
1,79,26,2015
1,9,2,2015
1,38,0,2015
1,739,652,2016
1,1,0,2014
1,11,0,2014
1,17,0,2014
1,1,0,2005
1,221,55,2016
1,13,24,2015
1,62,27,2011
1,27,4,2015
1,61,105,2016
1,89,21,2016
1,503,0,2015
1,121,36,2016
1,38,2,2016
1,2,1,2013
1,17,1,2016
1,393,77,2013
1,2,6,2016
1,172,11,2014
1,6,4,2013
1,11,0,2012
0,1,0,2014
1,139,52,2015
1,67,81,2016
1,4,0,2016
1,134,217,2016
1,4,0,2015
1,76,0,2015
1,16,16,2016
0,12,0,2013
1,15,4,2013
1,92,25,2016
1,147,127,2016
0,1,0,2015
1,73,6,2007
1,140,14,2013
1,1,0,2013
0,9,5,2013
1,1,0,2013
0,0,0,0
0,0,0,0
0,0,0,0
1,353,15,2016
1,29,0,2013
1,2,4,2013
1,36,71,2016
1,331,711,2015
1,24,10,2015
1,2,0,2007
1,34,0,2015
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,1,0,2015
1,3,7,2013
0,6,0,2014
1,573,333,2016
1,111,304,2014
1,156,160,2016
1,68,22,2015
1,1,0,2015
1,118,112,2015
1,18,19,2014
1,101,62,2014
1,78,229,2016
1,243,50,2016
1,7,0,2012
1,156,83,2014
1,55,8,2016
1,556,132,2016
1,15,4,2016
1,2334,2920,2016
1,76,94,2016
1,0,0,0
1,39,60,2016
1,28,34,2015
1,46,2,2013
0,1,0,2016
1,24,20,2015
1,7,0,2015
1,33,61,2014
1,2,2,2013
0,1,1,2014
1,49,37,2016
1,3,4,2013
1,13,0,2016
1,13,0,2012
1,2345,133,2016
1,267,213,2016
1,2,0,2014
1,57,38,2016
1,63,69,2015
1,319,79,2016
1,12,4,2016
1,6,1,2014
1,16,3,2014
1,65,40,2013
1,13,4,2016
0,1,0,2013
1,147,192,2015
1,22,7,2015
1,92,0,2016
1,6,0,2013
1,8,9,2016
1,51,28,2015
1,241,37,2016
1,25,5,2016
1,12,0,2015
1,1,1,2013
1,1120,880,2013
1,60,52,2016
1,2,3,2015
1,212,32,2016
1,289,4,2014
1,9,14,2013
1,1,0,2014
1,1,0,2015
1,37,0,2014
1,8,0,2014
1,5,0,2013
1,116,90,2013
1,157,148,2015
1,38,0,2015
1,14,4,2016
1,2,2,2013
1,63,56,2014
1,21,7,2016
1,141,2,2014
1,4,0,2015
1,21,1,2015
1,6,1,2011
1,468,102,2016
1,14,19,2013
1,210,1,2015
1,65,92,2016
1,13,2,2015
1,0,0,2014
1,18,25,2015
1,3,0,2016
1,0,0,0
1,52,2,2013
1,377,85,2016
1,12,4,2016
1,42,18,2015
1,16,0,2014
0,1,1,2014
1,35,9,2014
1,5,0,2013
1,4,5,2014
1,90,63,2014
1,21,7,2015
1,59,20,2013
1,1550,844,2016
1,3,0,2016
1,155,23,2016
1,2,8,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,54,11,2014
1,3,0,2016
0,0,0,0
1,28,24,2013
1,23,0,2013
1,364,12,2016
1,3,2,2014
1,203,147,2016
1,20,0,2016
1,2,2,2011
1,5,10,2013
1,79,33,2014
1,16,0,2013
1,5,0,2015
0,0,0,0
0,8,0,2015
1,46,0,2014
1,37,85,2015
1,0,0,2012
1,2,2,2014
1,651,1178,2016
1,28,10,2015
1,4,6,2014
1,939,23,2016
1,38,1,2012
1,44,7,2016
1,554,483,2016
1,166,5,2014
1,12,3,2014
1,5,2,2016
1,120,15,2014
1,36,18,2016
1,147,13,2015
1,13,0,2014
1,264,2,2016
1,2,0,2014
1,1,0,2014
1,10,2,2016
1,2,0,2016
1,179,26,2016
1,2,2,2013
1,13,32,2014
1,2,2,2015
1,7,23,2015
1,4,0,2013
1,1,0,2016
1,96,115,2016
1,364,66,2016
0,15,21,2015
1,145,115,2016
1,495,121,2015
1,12,34,2014
1,8,0,2013
1,51,11,2013
1,24,16,2016
1,119,30,2012
1,6,0,2016
1,137,122,2014
1,6,0,2013
1,0,0,0
1,139,0,2016
1,6,0,2015
1,159,304,2016
1,96,156,2014
1,399,8,2014
1,384,2,2016
1,2,0,2016
1,3,1,2013
1,24,24,2016
1,2835,60,2016
1,9,12,2015
1,3,0,2016
1,4,0,2012
1,0,0,2013
1,241,27,2014
1,179,106,2015
1,8,1,2016
1,258,141,2016
1,2,3,2011
1,109,45,2015
1,7,0,2015
1,577,74,2016
1,189,64,2013
1,226,78,2015
1,1852,73,2016
1,60,2,2016
1,889,553,2015
1,198,98,2016
1,52,17,2015
0,0,0,0
1,8,0,2013
1,0,0,0
1,0,0,0
1,106,58,2013
1,6,6,2008
1,667,322,2014
1,0,0,0
0,0,0,0
1,23,12,2014
1,136,44,2013
1,34,23,2013
1,12,0,2016
1,5,0,2014
1,584,345,2016
1,161,51,2016
1,162,45,2016
1,4730,407,2016
1,135,4,2013
1,90,89,2016
1,10,4,2015
1,18,6,2016
1,0,0,0
1,233,191,2015
1,52,0,2016
1,1,0,2014
1,35,0,2014
1,3,0,2012
1,4,2,2016
1,1,0,2012
1,387,789,2016
1,82,24,2016
1,245,31,2016
1,1,1,2015
1,168,59,2008
1,20,13,2014
1,11,0,2016
1,20,9,2014
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,318,10,2016
1,21,44,2016
1,8,0,2013
1,5,0,2015
1,20,3,2016
1,6,0,2013
1,456,156,2016
1,13,0,2013
0,1,0,2013
1,0,0,0
1,1,1,2012
1,17,21,2016
0,1,1,2015
1,23,0,2013
1,10,1,2015
1,949,1,2016
1,33,3,2016
1,19,12,2014
1,2099,1209,2016
1,1,0,2016
1,234,281,2015
1,1,0,2014
1,7,0,2011
1,1694,771,2016
1,91,12,2014
1,9,5,2016
1,51,4,2014
1,1,1,2015
1,252,153,2014
1,0,0,0
1,1103,916,2016
1,59,2,2015
1,1,0,2016
1,2,0,2013
1,2,0,2013
1,3,0,2014
1,4,0,2012
1,4,0,2012
0,0,0,0
0,0,0,0
1,36,7,2013
0,5,0,2016
1,46,34,2015
1,11,3,2015
1,8,9,2015
1,67,0,2016
1,3,9,2015
1,70,39,2015
0,4,2,2014
1,404,3,2013
1,451,30,2014
1,5,0,2007
0,254,88,2016
1,136,88,2015
1,9,0,2015
1,285,147,2016
1,3,1,2014
1,3036,790,2016
1,4,0,2013
1,0,0,0
1,1836,366,2016
1,103,98,2014
1,1278,1188,2016
1,11,12,2014
1,289,68,2016
0,4,0,2014
1,95,42,2013
1,0,0,0
1,43,48,2014
0,7,0,2015
1,19,0,2014
1,47,6,2016
1,26,37,2016
0,1,0,2010
1,112,160,2008
1,3,2,2014
1,7,7,2015
1,0,0,2016
1,14,1,2015
1,76,2,2013
1,180,105,2016
1,248,51,2016
1,108,3,2016
1,8,0,2014
1,28,25,2015
1,100,79,2016
1,38,84,2016
1,17,5,2015
1,122,2,2013
1,12,22,2014
1,20,16,2015
1,0,0,0
1,0,0,0
1,396,970,2014
1,547,793,2016
1,1,1,2008
1,0,0,0
1,43,24,2015
1,13,21,2016
1,12,7,2016
1,25,15,2016
1,40,41,2013
1,86,167,2016
1,2,0,2015
0,0,0,0
1,1,0,2014
1,64,13,2013
1,1235,137,2016
1,13,2,2014
1,37,26,2015
1,7,0,2013
1,280,218,2016
1,22,11,2015
1,1521,57,2014
1,1,0,2016
1,158,6,2016
1,1,4,2015
1,5,0,2016
1,4,0,2014
1,42,0,2016
0,40,1,2016
1,3,8,2014
1,62,101,2016
1,571,245,2016
1,72,8,2016
1,18,36,2013
0,1,4,2014
1,1042,28,2016
1,187,44,2016
1,646,808,2016
1,44,0,2013
1,10,2,2015
1,1,0,2013
1,58,51,2016
1,10,5,2014
1,109,0,2016
1,17,4,2013
1,1,1,2015
0,2,0,2013
0,0,0,2016
1,26,27,2016
1,19,0,2015
1,0,0,0
1,8,0,2014
1,29,13,2014
1,217,9,2016
1,1,0,2014
1,19,6,2016
1,7,1,2014
1,9,1,2013
0,0,0,0
1,1,1,2015
1,0,0,2015
1,16,0,2015
1,16,0,2016
1,571,67,2013
1,31,1,2013
1,869,284,2014
1,970,199,2016
1,143,118,2014
1,223,12,2016
1,32,5,2016
1,10,1,2015
1,43,27,2016
1,4,0,2013
1,0,0,0
1,0,0,0
1,0,0,0
1,516,13,2015
1,6,14,2012
1,22,15,2014
1,0,0,0
1,261,114,2015
1,29,46,2016
1,12,8,2016
0,5,0,2016
1,290,33,2016
1,3,12,2012
1,188,15,2014
1,6,22,2015
0,476,32,2016
1,8,21,2016
1,5,0,2013
0,0,0,0
1,313,86,2016
1,160,10,2014
1,33,0,2014
1,1,1,2016
1,4,2,2014
1,1,0,2013
0,6,3,2014
1,44,51,2016
1,250,82,2011
1,18,16,2014
1,1831,4847,2016
1,909,1397,2016
1,7,7,2015
1,41,20,2016
1,411,268,2016
1,7,5,2016
1,22,31,2014
1,5,12,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,16,4,2015
1,286,30,2016
1,51,61,2014
1,28,3,2016
1,19,14,2013
1,2,0,2013
1,10,0,2015
1,6,0,2015
1,303,68,2016
1,67,0,2016
1,1,0,2014
1,227,1,2014
1,14,9,2016
1,500,617,2016
1,22,11,2013
1,1,1,2016
1,1,1,2016
1,137,6,2013
1,97,6,2016
1,18,10,2014
1,403,91,2014
1,379,116,2015
1,146,67,2016
1,1,0,2015
1,121,50,2014
1,29,5,2015
1,9,0,2016
1,27,53,2015
1,19,0,2014
1,27,8,2013
1,234,1,2013
1,62,0,2014
1,270,213,2016
1,93,45,2016
1,173,39,2015
1,2,2,2015
1,18,1,2016
1,29,0,2014
1,21,0,2016
1,4,0,2016
1,16,0,2016
1,193,145,2016
1,78,37,2016
1,1,4,2016
1,23,0,2007
1,5,0,2014
1,12,4,2013
1,4,1,2014
1,499,265,2015
1,1,1,2015
1,2,0,2015
1,4,1,2016
1,93,118,2015
1,41,37,2016
1,88,59,2014
1,122,219,2015
1,31,31,2016
0,2,1,2014
1,66,15,2016
1,571,103,2016
1,18,0,2016
1,65,19,2014
1,2,2,2016
1,2,2,2016
1,868,94,2016
1,53,17,2013
1,136,41,2016
1,2,0,2014
1,1360,376,2016
1,49,5,2014
1,138,4,2014
1,63,21,2015
1,972,248,2016
1,294,76,2015
1,3,7,2016
1,2,0,2011
1,14,9,2016
1,32,2,2015
0,0,0,0
1,6,5,2015
1,591,26,2015
1,188,13,2016
1,790,617,2014
1,0,0,2013
1,0,0,2013
1,6,0,2014
1,201,77,2016
1,4307,1896,2016
1,4,0,2013
1,264,240,2016
1,6,5,2014
1,2,0,2016
1,3,7,2016
1,1,0,2012
1,1,0,2012
1,252,59,2014
1,19,0,2016
1,2939,4052,2016
1,6,2,2013
1,1016,1055,2016
1,74,25,2014
1,318,128,2013
1,14,0,2015
1,8,12,2013
1,31,11,2011
1,46,0,2014
1,444,275,2016
1,1004,447,2013
1,339,220,2016
1,1,1,2015
1,82,12,2013
0,0,0,0
1,177,46,2014
1,26,33,2016
1,159,55,2016
1,30,38,2014
1,72,2,2016
1,257,4,2015
1,6,3,2015
1,1254,1355,2016
1,7,21,2015
1,125,63,2016
1,101,97,2013
1,116,1,2016
1,380,565,2016
1,168,96,2015
1,1,2,2011
1,151,1,2013
1,8,12,2016
1,543,102,2016
1,2,1,2013
1,308,12,2015
1,115,38,2013
0,0,0,0
1,3,0,2015
1,6054,1375,2016
1,120,7,2016
1,7,0,2016
1,17,0,2016
1,9,7,2014
0,1,1,2013
1,7,8,2015
0,93,5,2015
1,208,142,2016
1,2,0,2015
1,2,0,2015
1,3,0,2013
1,189,225,2016
1,17,0,2014
1,2,0,2015
1,0,0,2016
1,13,39,2015
1,13,17,2014
0,3,0,2015
1,12,0,2006
1,44,91,2014
1,0,0,2012
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,158,148,2015
1,0,0,0
1,29,0,2015
0,30,9,2016
1,71,18,2015
1,12,17,2015
1,90,2,2015
1,117,242,2016
1,1,4,2015
1,1,4,2015
1,5,3,2014
1,6,2,2015
1,2,0,2015
1,63,47,2016
1,1047,1,2016
1,806,60,2016
1,89,7,2016
1,5,5,2014
1,807,198,2013
1,8,3,2014
1,5,0,2004
1,87,2,2012
1,47,43,2013
1,202,56,2013
1,174,334,2014
1,116,125,2016
1,23,43,2014
1,188,348,2016
1,234,37,2013
1,71,6,2016
1,15,32,2014
1,3,0,2016
1,5,10,2014
1,6,18,2013
1,38,12,2016
1,9,6,2015
0,44,23,2014
1,106,166,2015
1,48,1,2016
1,2,0,2016
1,93,72,2016
1,147,44,2016
1,357,215,2015
1,457,48,2016
1,13,0,2014
1,6,0,2013
1,0,0,2014
1,470,819,2013
1,12,34,2014
1,41,32,2014
1,1,0,2014
1,50,0,2013
1,472,558,2016
1,13,39,2013
1,71,46,2013
1,5,0,2016
1,3,0,2014
1,1005,723,2015
1,8,0,2013
1,9,1,2016
1,2,1,2014
1,287,215,2014
1,19,4,2012
1,149,9,2016
1,4,6,2014
1,61,47,2016
1,3,0,2014
1,358,56,2015
1,5,15,2013
1,0,0,0
1,163,135,2014
1,1,2,2009
1,2063,253,2016
1,3,0,2005
1,10,2,2014
1,1,0,2016
1,424,198,2013
1,102,27,2014
1,89,91,2015
1,28,22,2016
1,64,30,2016
1,0,0,0
1,0,0,2016
1,950,185,2016
1,35,7,2013
1,0,0,0
1,34,7,2014
1,2530,1113,2016
1,27,60,2014
1,70,13,2016
1,1226,69,2016
1,1,0,2016
1,14,21,2015
1,1314,52,2016
1,47,29,2015
1,15,21,2016
1,295,462,2016
1,240,112,2016
1,782,40,2016
1,7,0,2015
1,48,27,2016
1,2272,101,2016
1,86,63,2016
1,20,0,2014
1,164,82,2014
1,33,21,2016
1,1,0,2013
1,0,0,0
1,6,2,2016
1,1,0,2014
1,28,6,2015
1,5,0,2013
1,234,5,2015
1,51,24,2014
0,687,359,2016
0,3,0,2014
0,0,0,0
1,143,73,2016
1,61,3,2014
1,176,215,2016
1,0,0,0
1,27,5,2016
1,4,0,2015
1,47,17,2015
1,462,82,2014
1,19,17,2015
1,132,144,2016
1,2,0,2015
1,255,28,2016
1,821,767,2016
1,4,0,2013
1,4,0,2013
0,9,0,2015
1,132,128,2013
1,8,0,2015
1,1588,217,2016
1,810,1209,2015
1,5,0,2015
1,145,145,2013
1,42,29,2014
1,35,14,2016
1,121,5,2015
1,38,5,2016
1,2,0,2013
1,2,0,2013
1,3,0,2015
1,5,0,2016
1,13,17,2015
1,1,0,2015
1,158,130,2016
1,396,580,2016
1,21,0,2016
1,918,367,2014
1,54,87,2016
1,43,7,2016
1,8,7,2016
1,3,7,2010
1,320,179,2016
1,0,0,2010
1,31,26,2014
1,114,24,2016
1,475,24,2014
1,4,0,2014
1,4,2,2014
1,7,4,2013
1,178,59,2014
1,67,23,2013
1,93,64,2016
1,2,0,2015
1,1,0,2013
1,0,0,2013
1,13,13,2015
1,1,2,2013
1,2878,1404,2016
1,74,24,2015
1,4,4,2015
1,4,0,2016
1,227,188,2011
1,7,8,2014
1,0,0,0
0,2,0,2014
1,9,2,2013
1,450,88,2016
1,37,3,2013
1,198,197,2015
1,154,89,2013
1,2,0,2015
1,20,30,2014
1,150,81,2010
1,440,424,2016
1,121,44,2015
1,474,36,2014
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,1520,89,2013
1,4,0,2004
1,1305,1182,2016
1,343,37,2016
1,387,244,2016
0,2,0,2014
1,189,32,2016
1,2,0,2016
1,8,16,2014
1,363,92,2016
1,32,0,2015
1,5,5,2014
1,1,0,2015
1,0,0,2013
1,47,25,2015
1,24,24,2015
1,129,24,2014
1,0,0,0
1,19,0,2015
1,25,5,2010
1,901,282,2016
1,1222,909,2015
1,19,0,2014
1,47,13,2016
1,30,30,2014
1,77,105,2016
1,109,69,2015
1,65,67,2016
1,11,17,2013
1,0,0,0
1,4,0,2013
1,43,21,2014
1,109,10,2016
1,141,124,2016
1,7,0,2015
1,0,0,0
1,151,214,2014
1,326,95,2016
1,585,404,2016
1,4,1,2011
1,41,10,2014
1,14,1,2014
1,0,0,2016
1,289,3,2014
1,7,3,2013
1,4,0,2012
1,6,0,2014
1,696,101,2015
1,1016,303,2015
1,5,0,2014
1,1,0,2014
1,9,2,2014
1,7,18,2016
1,2,0,2016
1,75,4,2016
1,34,17,2016
1,17,0,2014
1,2,0,2016
1,2,0,2016
1,2,0,2016
1,2788,735,2016
1,3153,1809,2016
1,2,0,2014
1,0,0,0
1,19,0,2014
1,53,78,2016
1,44,0,2016
1,29,18,2014
0,19,1,2014
1,21,1,2016
1,108,2,2015
1,9,16,2013
1,36,16,2015
0,2,0,2015
1,70,50,2013
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,38,4,2007
1,3,3,2015
1,63,116,2015
1,102,10,2014
1,49,2,2014
1,53,0,2016
0,1,0,2015
1,80,5,2016
1,2,0,2010
1,47,36,2014
1,71,37,2013
1,47,29,2015
1,317,110,2016
1,3,0,2015
1,1,0,2014
1,166,24,2015
1,84,39,2016
1,151,137,2016
1,100,39,2015
1,289,176,2013
1,14,3,2012
1,101,49,2014
0,0,0,0
1,188,1,2016
1,9,0,2014
1,268,5,2016
1,4,0,2014
1,1,0,2013
1,56,38,2013
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,7,9,2016
1,4,6,2016
1,302,98,2016
1,68,14,2015
1,78,114,2015
1,12,14,2013
1,6,3,2014
1,1097,133,2016
1,2121,408,2016
1,10,40,2013
1,3,0,2016
1,0,0,0
1,12,0,2015
1,4,0,2013
1,593,128,2016
1,5,0,2012
1,59,17,2012
1,7,0,2015
1,2,0,2014
1,32,0,2015
1,9,10,2010
1,1,2,2016
1,3,6,2016
1,5,6,2016
1,407,201,2016
1,295,440,2016
1,12,6,2015
1,5,0,2012
1,1,2,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,5,0,2016
1,243,58,2016
1,3,6,2016
1,302,133,2013
1,28,48,2015
0,0,0,0
1,32,17,2016
0,62,27,2016
1,375,0,2014
1,4,0,2016
1,1,0,2015
1,444,66,2014
1,98,86,2014
1,103,74,2016
1,17,0,2014
1,1,0,2013
1,624,10,2016
1,7,0,2010
0,3,1,2013
1,3,0,2012
1,169,4,2013
1,4,0,2015
1,1,0,2013
1,2,5,2008
1,36,65,2014
1,0,0,0
1,0,0,0
1,0,0,0
1,2159,680,2016
1,1,3,2015
1,14,14,2016
1,10,11,2014
1,2,0,2015
1,6,0,2013
1,21,65,2014
1,70,12,2015
1,7,0,2014
1,837,388,2013
1,15,0,2006
1,81,66,2016
1,29,15,2014
1,5,0,2014
1,14,37,2016
1,1184,2052,2016
1,5,7,2014
0,3,0,2015
1,98,39,2015
1,548,102,2016
1,2551,53,2016
1,814,72,2016
1,539,530,2015
1,17,8,2016
1,483,278,2016
1,11,7,2016
1,45,28,2013
1,656,398,2016
1,7,21,2013
0,31,0,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,2221,397,2016
1,40,13,2014
1,35,60,2014
1,14,11,2013
1,2,0,2014
1,11,0,2014
1,11,0,2014
1,22,0,2014
1,65,32,2016
1,48,117,2016
1,77,0,2016
1,6,0,2015
1,384,1,2013
1,1969,119,2016
1,320,205,2016
1,38,31,2016
1,34,14,2014
1,1,0,2016
1,1,0,2016
1,52,35,2014
1,1,0,2016
1,4,0,2014
1,99,19,2016
1,18,1,2016
1,77,10,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,231,46,2016
1,807,23,2016
1,601,3,2016
1,402,375,2016
1,0,0,0
1,0,0,0
1,825,298,2013
1,1,0,2013
1,125,58,2015
1,62,34,2016
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,23,3,2016
1,17,51,2013
1,128,54,2016
1,29,17,2016
1,1,0,2015
1,5,0,2015
1,2327,1182,2016
0,1,0,2015
1,0,0,0
1,0,0,0
1,0,0,0
1,3,0,2013
1,0,0,0
1,0,0,0
1,19,3,2016
1,18,0,2013
1,12,8,2015
1,5,4,2013
1,1,0,2015
1,0,0,2013
1,0,0,2013
1,1,0,2016
1,33,15,2016
1,1,0,2015
1,28,2,2015
1,15,8,2015
1,48,54,2016
0,1,2,2014
1,31,1,2016
1,1863,8,2016
1,3,1,2013
1,10,4,2010
1,90,10,2014
1,21,42,2016
1,83,58,2016
1,0,0,0
1,1,0,2016
1,2,0,2011
1,422,615,2016
1,181,91,2016
1,195,8,2015
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
